0;0;0;0;land;false;unknown;0
1;45;107;150;land;false;plains;8
2;18;44;64;land;false;plains;8
3;48;67;202;land;false;snow;8
4;66;74;130;sea;false;ocean;0
5;108;120;204;sea;false;ocean;0
6;28;53;234;land;false;plains;8
7;71;80;96;sea;false;ocean;0
8;27;61;113;sea;false;ocean;0
9;36;35;54;sea;false;ocean;0
10;86;74;105;land;false;plains;8
11;73;80;129;land;false;plains;8
12;16;28;119;sea;true;ocean;0
13;232;29;241;land;true;plains;9
14;96;203;226;sea;true;ocean;0
15;69;53;61;sea;false;ocean;0
16;80;134;195;sea;true;ocean;0
17;50;57;76;sea;false;ocean;0
18;71;72;79;sea;true;ocean;0
19;84;85;87;land;false;plains;8
20;70;67;215;sea;true;ocean;0
21;45;72;114;sea;true;ocean;0
22;57;123;221;sea;false;ocean;0
23;19;56;112;land;true;mountain;8
24;94;43;218;land;false;hills;1
25;140;241;242;sea;true;ocean;0
26;34;47;133;sea;false;ocean;0
27;88;107;240;land;false;plains;8
28;163;40;89;land;true;mountain;1
29;25;73;127;sea;true;ocean;0
30;67;126;215;sea;false;ocean;0
31;7;80;34;land;false;jungle;7
32;255;227;159;land;false;plains;7
33;31;185;191;land;true;mountain;1
34;71;75;107;lake;false;ocean;0
35;76;93;120;land;true;plains;7
36;162;21;25;land;true;mountain;1
37;27;44;63;sea;false;ocean;0
38;43;69;98;land;false;plains;8
39;62;116;82;land;true;jungle;7
40;31;24;173;sea;false;ocean;0
41;158;156;192;sea;false;ocean;0
42;116;110;230;sea;true;ocean;0
43;45;92;163;land;true;plains;7
44;11;24;74;land;false;plains;8
45;3;82;143;land;true;city;8
46;18;157;255;land;false;plains;8
47;136;96;142;land;false;plains;7
48;222;168;38;land;false;plains;7
49;152;212;60;land;true;plains;1
50;10;15;47;land;false;forest;8
51;150;159;121;sea;true;ocean;0
52;18;33;77;lake;false;ocean;0
53;31;84;163;sea;true;ocean;0
54;49;64;67;lake;false;plains;0
55;92;135;168;sea;true;ocean;0
56;120;255;244;land;false;plains;7
57;69;104;130;sea;true;ocean;0
58;43;51;108;land;false;plains;8
59;115;122;149;land;true;desert;7
60;45;81;136;sea;false;ocean;0
61;252;183;134;land;true;hills;1
62;20;43;77;land;true;mountain;8
63;170;193;191;land;false;plains;7
64;212;96;229;land;true;plains;7
65;19;123;162;land;true;hills;1
66;27;208;161;land;true;hills;1
67;105;143;151;lake;true;ocean;0
68;226;210;28;land;false;plains;7
69;17;22;57;land;true;hills;1
70;73;39;79;land;false;plains;7
71;223;162;225;land;false;plains;7
72;117;61;61;land;false;plains;7
73;33;59;98;sea;true;ocean;0
74;55;0;96;land;true;plains;1
75;76;88;179;land;true;plains;8
76;60;68;126;land;true;hills;4
77;79;103;172;sea;true;ocean;0
78;203;57;57;land;false;snow_mountain;7
79;141;9;9;land;true;plains;7
80;25;41;60;land;false;plains;8
81;35;123;190;land;false;snow;8
82;50;89;116;land;false;plains;8
